,Pulse,Op.Cam,Time,Exp.Cam,Comments
516,97462,KLDT-O5WB,47.65963,KLDT-E5WE,"Here and in further frames - UFOs/ bright flashes at the outboard side, some at the inboard side as well."
517,97461,KLDT-O5WB,48.04167,KLDT-E5WC,UFOs/bright flashes at the outboard side. In the subsequent frams as well.
518,97461,KLDT-O5WB,48.04167,KLDT-E5WD,UFOs/bright flashes at the outboard side. In the subsequent frams as well.
519,97461,KLDT-O5WB,48.04167,KLDT-E5WE,UFOs/bright flashes at the outboard side. In the subsequent frams as well.
520,97461,KLDT-O5WB,44.58888,KLDT-E5WC,Bright flash at the top inboard part of the chamber.
521,97461,KLDT-O5WB,44.58888,KLDT-E5WD,Bright flash at the top inboard part of the chamber.
522,97461,KLDT-O5WB,44.58888,KLDT-E5WE,Bright flash at the top inboard part of the chamber.
523,97460,KLDT-O5WB,48.65051,KLDT-E5WC,"Blue flash at the inboard side at the top of the chamber, close to UIWP; simultaneously UFOs at the outboard side. Other flashes at the inboard side i nthe following frames."
524,97460,KLDT-O5WB,48.65051,KLDT-E5WD,"Blue flash at the inboard side at the top of the chamber, close to UIWP; simultaneously UFOs at the outboard side. Other flashes at the inboard side i nthe following frames."
525,97460,KLDT-O5WB,48.24909,KLDT-E5WC,"UFOs at the outboard side, in the following frames as well"
526,97460,KLDT-O5WB,48.24909,KLDT-E5WD,"UFOs at the outboard side, in the following frames as well"
527,97459,KLDT-O5WB,47.75035,KLDT-E5WC,"UFOs at the outboard side, in the following frames as well"
528,97459,KLDT-O5WB,47.75035,KLDT-E5WD,"UFOs at the outboard side, in the following frames as well"
529,97458,KLDT-O5WB,47.72409,KLDT-E5WC,"UFOs at the outboard side, in the following frames as well"
530,97458,KLDT-O5WB,47.72409,KLDT-E5WD,"UFOs at the outboard side, in the following frames as well"
531,97458,KLDT-O5WB,47.72409,KLDT-E5WE,"UFOs at the outboard side, in the following frames as well"
532,97457,KLDT-O5WB,47.71262,KLDT-E5WC,"Massive blue flashes close to 4D limiter, possibly coming out of NBI; more flashes and UFOs in the same region in the subsequent frames"
533,97457,KLDT-O5WB,47.71262,KLDT-E5WD,"Massive blue flashes close to 4D limiter, possibly coming out of NBI; more flashes and UFOs in the same region in the subsequent frames"
534,97455,KLDT-O5WB,48.34469,KLDT-E5WC,Small cluster of UFOs flys around the centre of the machine
535,97455,KLDT-O5WB,48.34469,KLDT-E5WD,Small cluster of UFOs flys around the centre of the machine
536,97455,KLDT-O5WB,48.34469,KLDT-E5WE,Small cluster of UFOs flys around the centre of the machine
537,97455,KLDT-O5WB,47.66222,KLDT-E5WC,Same kind of UFOs as last few pulses
538,97455,KLDT-O5WB,47.66222,KLDT-E5WD,Same kind of UFOs as last few pulses
539,97455,KLDT-O5WB,47.66222,KLDT-E5WE,Same kind of UFOs as last few pulses
540,97453,KLDT-O5WB,47.79203,KLDT-E5WC,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451
541,97453,KLDT-O5WB,47.79203,KLDT-E5WD,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451
542,97453,KLDT-O5WB,47.79203,KLDT-E5WE,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451
543,97451,KLDT-O5WB,47.63032,KLDT-E5WC,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.
544,97451,KLDT-O5WB,47.63032,KLDT-E5WD,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.
545,97451,KLDT-O5WB,47.63032,KLDT-E5WE,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.
546,97425,KLDT-O5WB,41.88152,KLDT-E5WC,UFO in one frame in the diverotr
547,97425,KLDT-O5WB,41.88152,KLDT-E5WD,UFO in one frame in the diverotr
548,97425,KLDT-O5WB,41.88152,KLDT-E5WE,UFO in one frame in the diverotr
549,97424,KLDT-O5WB,53.40108,KLDT-E5WC,UFO in one frame
550,97424,KLDT-O5WB,53.40108,KLDT-E5WD,UFO in one frame
551,97422,KLDT-O5WB,54.43882,KLDT-E5WC,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events"
552,97422,KLDT-O5WB,54.43882,KLDT-E5WD,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events"
553,97422,KLDT-O5WB,54.43882,KLDT-E5WE,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events"
554,97422,KLDT-O5WB,50.02314,KLDT-E5WC,UFO at the top of the inner wall for 1 frame
555,97422,KLDT-O5WB,50.02314,KLDT-E5WD,UFO at the top of the inner wall for 1 frame
556,97422,KLDT-O5WB,50.02314,KLDT-E5WE,UFO at the top of the inner wall for 1 frame
557,97421,KLDT-O5WB,50.63856,KLDT-E5WC,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally."
558,97421,KLDT-O5WB,50.63856,KLDT-E5WD,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally."
559,97421,KLDT-O5WB,50.63856,KLDT-E5WE,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally."
560,97421,KLDT-O5WB,49.31363,KLDT-E5WC,"UFO in one frame, off 4D limiter"
561,97421,KLDT-O5WB,49.31363,KLDT-E5WD,"UFO in one frame, off 4D limiter"
562,97421,KLDT-O5WB,49.31363,KLDT-E5WE,"UFO in one frame, off 4D limiter"
563,97415,KLDT-O5WB,44.9,KLDT-E5WD,Lots of UFOs thoughot the pulse. Also seen on KLDT-E5WD.
564,97412,KLDT-O5WB,48.75288,KLDT-E5WD,1 frame very small UFO on NPL 3B. Also seen on KLDT-E5WD @48.66
565,97411,KLDT-O5WB,55.57133,KLDT-E5WD,"1 frame UFO close to 4B limiter, but also seen on KLDT-E5WD @55.46"
566,97411,KLDT-O5WB,48.42572,KLDT-E5WD,"1 frame UFO near UDP, but also seen on KLDT-E5WD @ 48.32"
567,97409,KLDT-O5WB,46.21298,KLDT-E5WD,Small UFOs near UDP and ILA. It loooks like it is Berillium. Also seen on KLDT-E5WD.
568,97406,KLDT-O5WB,51.80345,KLDT-E5WC,Blue Flash in one single frame: 343
569,97406,KLDT-O5WB,51.80345,KLDT-E5WD,Blue Flash in one single frame: 343
570,97349,KLDT-O5WB,61.23725,KLDT-E5WD,Multiple UFOs observed - frame: 578
571,97332,KLDT-O5WB,51.25141,KLDT-E5WD,Small UFO around inner wall
572,97321,KLDT-O5WB,54.12676,KLDT-E5WC,Impressive UFO near WOPL 4D also seen by KLDT-E5WD @ 54.08s. Low temperatures on PIW and IR cameras.
573,97321,KLDT-O5WB,54.12676,KLDT-E5WD,Impressive UFO near WOPL 4D also seen by KLDT-E5WD @ 54.08s. Low temperatures on PIW and IR cameras.
574,97321,KLDT-O5WB,53.724,KLDT-E5WC,UFO near NPL 3B at the same location as Nicoletta reported in #97313. Also seen by KLDT-E5WD @ 53.68 secs
575,97321,KLDT-O5WB,53.724,KLDT-E5WD,UFO near NPL 3B at the same location as Nicoletta reported in #97313. Also seen by KLDT-E5WD @ 53.68 secs
576,97314,KLDT-O5WB,54.40135,KLDT-E5WC,UFOs again on 3B NPL
577,97314,KLDT-O5WB,54.40135,KLDT-E5WD,UFOs again on 3B NPL
578,97313,KLDT-O5WB,54.3737,KLDT-E5WC,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
579,97313,KLDT-O5WB,54.3737,KLDT-E5WD,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
580,97313,KLDT-O5WB,54.3737,KLDT-E5WC,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
581,97313,KLDT-O5WB,54.3737,KLDT-E5WD,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
582,97307,KLDT-O5WB,40.4174,KLDT-E5WD,UFOs for few frames. Also seen on KLDT-E5WD @40.38. Be??
583,97261,KLDT-O5WB,52.34258,KLDT-E5WD,Numerous spots on outer wall for one frame. Not visible on PIW cameras.
584,97121,KLDT-O5WB,54.62493,KLDT-E5WC,quite big UFO seen also by KLDT- E5WD
585,97121,KLDT-O5WB,54.62493,KLDT-E5WD,quite big UFO seen also by KLDT- E5WD
586,97116,KLDT-O5WB,50.36713,KLDT-E5WC,UFO's coming from WOPL seen also by KLDT-E5WD
587,97116,KLDT-O5WB,50.36713,KLDT-E5WD,UFO's coming from WOPL seen also by KLDT-E5WD
588,97116,KLDT-O5WB,50.36713,KLDT-E5WE,UFO's coming from WOPL seen also by KLDT-E5WD
589,97116,KLDT-O5WB,40.27918,KLDT-E5WC,Small UFO dropping down from npl seen also by KLDT-E5WD
590,97116,KLDT-O5WB,40.27918,KLDT-E5WD,Small UFO dropping down from npl seen also by KLDT-E5WD
591,97116,KLDT-O5WB,40.27918,KLDT-E5WE,Small UFO dropping down from npl seen also by KLDT-E5WD
592,97115,KLDT-O5WB,40.48728,KLDT-E5WC,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD."
593,97115,KLDT-O5WB,40.48728,KLDT-E5WD,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD."
594,97115,KLDT-O5WB,40.48728,KLDT-E5WE,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD."
595,97106,KLDT-O5WB,52.48643,KLDT-E5WC,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.
596,97106,KLDT-O5WB,52.48643,KLDT-E5WD,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.
597,97106,KLDT-O5WB,52.48643,KLDT-E5WE,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.
598,97096,KLDT-O5WB,46.04209,KLDT-E5WC,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.
599,97096,KLDT-O5WB,46.04209,KLDT-E5WD,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.
600,97096,KLDT-O5WB,46.04209,KLDT-E5WE,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.
601,97094,KLDT-O5WB,49.40835,KLDT-E5WC,Small particle flying from outer wall close to LH frame.
602,97094,KLDT-O5WB,49.40835,KLDT-E5WD,Small particle flying from outer wall close to LH frame.
603,97094,KLDT-O5WB,49.40835,KLDT-E5WE,Small particle flying from outer wall close to LH frame.
604,97060,KLDT-O5WB,47.81597,KLDT-E5WC,Frame: 245 Dust flying around observed during disruption
605,97060,KLDT-O5WB,47.81597,KLDT-E5WD,Frame: 245 Dust flying around observed during disruption
606,97060,KLDT-O5WB,47.81597,KLDT-E5WE,Frame: 245 Dust flying around observed during disruption
607,97060,KLDT-O5WB,47.81597,KLDT-E5WC,Dust flying around observed during disruption
608,97060,KLDT-O5WB,47.81597,KLDT-E5WD,Dust flying around observed during disruption
609,97060,KLDT-O5WB,47.81597,KLDT-E5WE,Dust flying around observed during disruption
610,97050,KLDT-O5WB,49.01988,KLDT-E5WC,"Splattering from WOPL, first sign at
45.4 s, weakly seen on KLDT-P5WA."
611,97050,KLDT-O5WB,49.01988,KLDT-E5WD,"Splattering from WOPL, first sign at
45.4 s, weakly seen on KLDT-P5WA."
612,97050,KLDT-O5WB,45.53698,KLDT-E5WC,Falling (?) piece from the mashroom.
613,97050,KLDT-O5WB,45.53698,KLDT-E5WD,Falling (?) piece from the mashroom.
614,97045,KLDT-O5WB,48.50496,KLDT-E5WC,"Splattering from RFBsh, seen also at KLDT-P5WA and KLDT-E5WD. DC
saw nothing at that time."
615,97045,KLDT-O5WB,48.50496,KLDT-E5WD,"Splattering from RFBsh, seen also at KLDT-P5WA and KLDT-E5WD. DC
saw nothing at that time."
616,97045,KLDT-O5WB,48.50496,KLDT-E5WE,"Splattering from RFBsh, seen also at KLDT-P5WA and KLDT-E5WD. DC
saw nothing at that time."
617,97044,KLDT-O5WB,42.34682,KLDT-E5WC,"Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?"
618,97044,KLDT-O5WB,42.34682,KLDT-E5WD,"Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?"
619,97044,KLDT-O5WB,42.34682,KLDT-E5WE,"Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?"
620,97020,KLDT-O5WB,47.61125,KLDT-E5WC,"Frames:238-240, next to outer limiter 4D and 3B"
621,97020,KLDT-O5WB,47.61125,KLDT-E5WD,"Frames:238-240, next to outer limiter 4D and 3B"
622,97020,KLDT-O5WB,47.61125,KLDT-E5WE,"Frames:238-240, next to outer limiter 4D and 3B"
623,97018,KLDT-O5WB,47.9178,KLDT-E5WC,On outer limiter 4D
624,97018,KLDT-O5WB,47.9178,KLDT-E5WD,On outer limiter 4D
625,97018,KLDT-O5WB,47.9178,KLDT-E5WE,On outer limiter 4D
626,96994,KLDT-O5WB,60.53743,KLDT-E5WC,"Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s)."
627,96994,KLDT-O5WB,60.53743,KLDT-E5WD,"Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s)."
628,96993,KLDT-O5WB,60.32971,KLDT-E5WC,"Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB)."
629,96993,KLDT-O5WB,60.32971,KLDT-E5WD,"Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB)."
630,96991,KLDT-O5WB,60.47309,KLDT-E5WC,Flying blue objects (Ti?).
631,96991,KLDT-O5WB,60.47309,KLDT-E5WD,Flying blue objects (Ti?).
632,96990,KLDT-O5WB,60.21477,KLDT-E5WC,"Sparks, seen also on KLDT-E5WD. There is also a spike at the same time for almost all the impurities."
633,96990,KLDT-O5WB,60.21477,KLDT-E5WD,"Sparks, seen also on KLDT-E5WD. There is also a spike at the same time for almost all the impurities."
634,96981,KLDT-O5WB,51.14943,KLDT-E5WC,Single frame large UFO at top of machine. Probably Falling Ti.
635,96981,KLDT-O5WB,51.14943,KLDT-E5WD,Single frame large UFO at top of machine. Probably Falling Ti.
636,96981,KLDT-O5WB,51.14943,KLDT-E5WE,Single frame large UFO at top of machine. Probably Falling Ti.
637,96958,KLDT-O5WB,49.19039,KLDT-E5WC,UFO (blue light) coming from WOPL
638,96958,KLDT-O5WB,49.19039,KLDT-E5WD,UFO (blue light) coming from WOPL
639,96956,KLDT-O5WB,55.5719,KLDT-E5WC,UFO's during disruption also seen by KLDT-E5WD
640,96956,KLDT-O5WB,55.5719,KLDT-E5WD,UFO's during disruption also seen by KLDT-E5WD
641,96955,KLDT-O5WB,47.51477,KLDT-E5WC,Small blue light in the vessel flying around
642,96955,KLDT-O5WB,47.51477,KLDT-E5WD,Small blue light in the vessel flying around
643,96955,KLDT-O5WB,47.51477,KLDT-E5WE,Small blue light in the vessel flying around
644,96954,KLDT-O5WB,47.23624,KLDT-E5WC,Blue light seen flying around the vessel and seen also on the WOPL probably Be
645,96954,KLDT-O5WB,47.23624,KLDT-E5WD,Blue light seen flying around the vessel and seen also on the WOPL probably Be
646,96954,KLDT-O5WB,47.23624,KLDT-E5WE,Blue light seen flying around the vessel and seen also on the WOPL probably Be
647,96953,KLDT-O5WB,51.78635,KLDT-E5WC,Some blue light seen by op camera close to UDPT
648,96953,KLDT-O5WB,51.78635,KLDT-E5WD,Some blue light seen by op camera close to UDPT
649,96953,KLDT-O5WB,51.78635,KLDT-E5WE,Some blue light seen by op camera close to UDPT
650,96951,KLDT-O5WB,48.7162,KLDT-E5WC,Some blue light seen near the UIWP
651,96951,KLDT-O5WB,48.7162,KLDT-E5WD,Some blue light seen near the UIWP
652,96951,KLDT-O5WB,48.7162,KLDT-E5WE,Some blue light seen near the UIWP
653,96941,KLDT-O5WB,51.36842,KLDT-E5WC,Titanium
654,96941,KLDT-O5WB,51.36842,KLDT-E5WD,Titanium
655,96941,KLDT-O5WB,50.96813,KLDT-E5WC,Titanium
656,96941,KLDT-O5WB,50.96813,KLDT-E5WD,Titanium
657,96939,KLDT-O5WB,48.85988,KLDT-E5WC,"UFOs probably coming from NPL 3B, but I could not see them in any other camera."
658,96939,KLDT-O5WB,48.85988,KLDT-E5WD,"UFOs probably coming from NPL 3B, but I could not see them in any other camera."
659,96939,KLDT-O5WB,48.85988,KLDT-E5WE,"UFOs probably coming from NPL 3B, but I could not see them in any other camera."
660,96928,KLDT-O5WB,48.81,KLDT-E5WC,"Something falling from the upper dump plate at 48.8 s and 51.37 s; also seen by KLDT-E5WD (Be II filter, but could also be titanium which has some spectral lines in the wavelength range of the filter) but not by the protection cameras"
661,96928,KLDT-O5WB,48.81,KLDT-E5WD,"Something falling from the upper dump plate at 48.8 s and 51.37 s; also seen by KLDT-E5WD (Be II filter, but could also be titanium which has some spectral lines in the wavelength range of the filter) but not by the protection cameras"
662,96896,KLDT-O5WB,49.57324,KLDT-E5WE,UFO dropping from mushrooms
663,96893,KLDT-O5WB,42.17247,KLDT-E5WC,Quite big UFO seen on T8
664,96893,KLDT-O5WB,42.17247,KLDT-E5WD,Quite big UFO seen on T8
665,96893,KLDT-O5WB,42.17247,KLDT-E5WE,Quite big UFO seen on T8
666,96892,KLDT-O5WB,48.88287,KLDT-E5WC,Some UFO's dropping down from mushrooms
667,96892,KLDT-O5WB,48.88287,KLDT-E5WD,Some UFO's dropping down from mushrooms
668,96892,KLDT-O5WB,48.88287,KLDT-E5WE,Some UFO's dropping down from mushrooms
669,96890,KLDT-O5WB,47.91521,KLDT-E5WC,Quite big UFO dropping down from mushrooms
670,96890,KLDT-O5WB,47.91521,KLDT-E5WD,Quite big UFO dropping down from mushrooms
671,96890,KLDT-O5WB,47.91521,KLDT-E5WE,Quite big UFO dropping down from mushrooms
672,96861,KLDT-O5WB,50.3143,KLDT-E5WC,"They look like coming from divertor, Impressive ufos also seen on KL11- P1DB."
673,96861,KLDT-O5WB,50.3143,KLDT-E5WD,"They look like coming from divertor, Impressive ufos also seen on KL11- P1DB."
674,96850,KLDT-O5WB,48.15905,KLDT-E5WC,small UFO's seen on divertor seen also on the camera KL11-P1DB at 48.43s
675,96850,KLDT-O5WB,48.15905,KLDT-E5WD,small UFO's seen on divertor seen also on the camera KL11-P1DB at 48.43s
676,96834,KLDT-O5WB,46.08345,KLDT-E5WC,Unusual blue flash apparently on inboard.
677,96834,KLDT-O5WB,46.08345,KLDT-E5WD,Unusual blue flash apparently on inboard.
678,96834,KLDT-O5WB,46.08345,KLDT-E5WE,Unusual blue flash apparently on inboard.
679,96824,KLDT-O5WB,53.88198,KLDT-E5WC,Very brught flash at top of machine. Numerous other flashes during the pulse.
680,96824,KLDT-O5WB,53.88198,KLDT-E5WD,Very brught flash at top of machine. Numerous other flashes during the pulse.
681,96820,KLDT-O5WB,51.57034,KLDT-E5WC,Bright flash on outer wall. Numerous other hotspots on ops cam during pulse.
682,96820,KLDT-O5WB,51.57034,KLDT-E5WD,Bright flash on outer wall. Numerous other hotspots on ops cam during pulse.
683,96818,KLDT-O5WB,43.74,KLDT-E5WC,"Blue-ish shades and UFOs soon after, just before end of the pulse. Also seen on KLDT-E5WD."
684,96818,KLDT-O5WB,43.74,KLDT-E5WD,"Blue-ish shades and UFOs soon after, just before end of the pulse. Also seen on KLDT-E5WD."
685,96818,KLDT-O5WB,43.74,KLDT-E5WE,"Blue-ish shades and UFOs soon after, just before end of the pulse. Also seen on KLDT-E5WD."
686,96817,KLDT-O5WB,42.69,KLDT-E5WC,From outer wall.
687,96817,KLDT-O5WB,42.69,KLDT-E5WD,From outer wall.
688,96817,KLDT-O5WB,42.69,KLDT-E5WE,From outer wall.
689,96815,KLDT-O5WB,43.82,KLDT-E5WC,Impresssive UFOs until the end of the pulse.
690,96815,KLDT-O5WB,43.82,KLDT-E5WD,Impresssive UFOs until the end of the pulse.
691,96815,KLDT-O5WB,43.82,KLDT-E5WE,Impresssive UFOs until the end of the pulse.
692,96783,KLDT-O5WB,46.176,KLDT-E5WC,Pulse fails early due to particles probably Be from previous disruption. See also KL11-P1DB - lots of UFOs
693,96783,KLDT-O5WB,46.176,KLDT-E5WE,Pulse fails early due to particles probably Be from previous disruption. See also KL11-P1DB - lots of UFOs
694,96749,KLDT-O5WB,49.25449,KLDT-E5WC,some blue light seen on the top for several frames
695,96749,KLDT-O5WB,49.25449,KLDT-E5WE,some blue light seen on the top for several frames
696,96741,KLDT-O5WB,52.51378,KLDT-E5WD,UFO - tungsten
697,96735,KLDT-O5WB,55.10964,KLDT-E5WD,Spectroscopy suggests 316 stainless steel
698,96693,KLDT-O5WB,50.69865,KLDT-E5WC,"UFOs possibly from NB4, spectroscopy shows many impurities"
699,96693,KLDT-O5WB,50.69865,KLDT-E5WD,"UFOs possibly from NB4, spectroscopy shows many impurities"
700,96693,KLDT-O5WB,50.69865,KLDT-E5WE,"UFOs possibly from NB4, spectroscopy shows many impurities"
701,96678,KLDT-O5WB,49.02477,KLDT-E5WC,"Outer wall UFO, one frame only"
702,96678,KLDT-O5WB,49.02477,KLDT-E5WD,"Outer wall UFO, one frame only"
703,96678,KLDT-O5WB,49.02477,KLDT-E5WE,"Outer wall UFO, one frame only"
704,96664,KLDT-O5WB,48.76955,KLDT-E5WC,"UFO at 48.76955, and Ti event at 51.33."
705,96664,KLDT-O5WB,48.76955,KLDT-E5WD,"UFO at 48.76955, and Ti event at 51.33."
706,96664,KLDT-O5WB,48.76955,KLDT-E5WE,"UFO at 48.76955, and Ti event at 51.33."
707,96655,KLDT-O5WB,58.8755,KLDT-E5WC,UFO from outer limiter as seen in many high power pulses last year.
708,96655,KLDT-O5WB,58.8755,KLDT-E5WD,UFO from outer limiter as seen in many high power pulses last year.
709,96647,KLDT-O5WB,40.30145,KLDT-E5WD,Single frame UFO also seen on KLDT-E5WD with a Be filter so  might be berillium. Temperatures look OK on protection camera KLDT- P5WA
710,96611,KLDT-O5WB,40.58,KLDT-E5WD,Bright flash at the top of the vessel; also faintly seen during one frame by KLDT-P5WA
711,96542,KLDT-O5WB,49.31,KLDT-E5WD,Same as 96541
712,96542,KLDT-O5WB,49.31,KLDT-E5WE,Same as 96541
713,96541,KLDT-O5WB,51.53355,KLDT-E5WD,Particle influx coming out from near the outer limiter -Ivor could not identify element
714,96538,KLDT-O5WB,55.00052,KLDT-E5WC,Bright UFO coming from the top limiter of the RF antenna. Followed by a bright flash on wOPL_4D.
715,96538,KLDT-O5WB,55.00052,KLDT-E5WD,Bright UFO coming from the top limiter of the RF antenna. Followed by a bright flash on wOPL_4D.
716,96538,KLDT-O5WB,55.00052,KLDT-E5WE,Bright UFO coming from the top limiter of the RF antenna. Followed by a bright flash on wOPL_4D.
717,96532,KLDT-O5WB,40.84518,KLDT-E5WC,Very focused Berylium UFO coming from the outboard side.
718,96532,KLDT-O5WB,40.84518,KLDT-E5WD,Very focused Berylium UFO coming from the outboard side.
719,96532,KLDT-O5WB,40.84518,KLDT-E5WE,Very focused Berylium UFO coming from the outboard side.
720,96495,KLDT-O5WB,50.95,KLDT-E5WC,Again lots of UFOs throughot the pulse and lots of Titanim seen at the top of the vessel.
721,96495,KLDT-O5WB,50.95,KLDT-E5WD,Again lots of UFOs throughot the pulse and lots of Titanim seen at the top of the vessel.
722,96495,KLDT-O5WB,50.95,KLDT-E5WE,Again lots of UFOs throughot the pulse and lots of Titanim seen at the top of the vessel.
723,96493,KLDT-O5WB,48.4646,KLDT-E5WC,UFOs flying from outer wall close to WOPL 4D
724,96493,KLDT-O5WB,48.4646,KLDT-E5WD,UFOs flying from outer wall close to WOPL 4D
725,96493,KLDT-O5WB,48.4646,KLDT-E5WE,UFOs flying from outer wall close to WOPL 4D
726,96493,KLDT-O5WB,48.45,KLDT-E5WC,Again lots of UFOs in the main chamber thoughout the pulse.
727,96493,KLDT-O5WB,48.45,KLDT-E5WD,Again lots of UFOs in the main chamber thoughout the pulse.
728,96493,KLDT-O5WB,48.45,KLDT-E5WE,Again lots of UFOs in the main chamber thoughout the pulse.
729,96492,KLDT-O5WB,50.54,KLDT-E5WC,"Massive UFO close to 4D limiter. Many UFOs starting at 48 sec, which is the same time as kiks start."
730,96492,KLDT-O5WB,50.54,KLDT-E5WD,"Massive UFO close to 4D limiter. Many UFOs starting at 48 sec, which is the same time as kiks start."
731,96491,KLDT-O5WB,48.13,KLDT-E5WC,"Again, lots of UFOs for longer than one second."
732,96491,KLDT-O5WB,48.13,KLDT-E5WD,"Again, lots of UFOs for longer than one second."
733,96490,KLDT-O5WB,47.52,KLDT-E5WC,"UFOs throughout the pulse, mainly from outer wall, until the disruption."
734,96490,KLDT-O5WB,47.52,KLDT-E5WD,"UFOs throughout the pulse, mainly from outer wall, until the disruption."
735,96490,KLDT-O5WB,47.52,KLDT-E5WE,"UFOs throughout the pulse, mainly from outer wall, until the disruption."
736,96489,KLDT-O5WB,47.81,KLDT-E5WD,Lots of UFOs throughout the pulse.
737,96489,KLDT-O5WB,47.81,KLDT-E5WE,Lots of UFOs throughout the pulse.
738,96456,KLDT-O5WB,47.96182,KLDT-E5WC,Flash on ops cam.
739,96456,KLDT-O5WB,47.96182,KLDT-E5WD,Flash on ops cam.
740,96456,KLDT-O5WB,47.96182,KLDT-E5WE,Flash on ops cam.
741,96456,KLDT-O5WB,47.96182,KLDT-E5WC,Ugly hot flash on ops cam - watch several frames.
742,96456,KLDT-O5WB,47.96182,KLDT-E5WD,Ugly hot flash on ops cam - watch several frames.
743,96456,KLDT-O5WB,47.96182,KLDT-E5WE,Ugly hot flash on ops cam - watch several frames.
744,96451,KLDT-O5WB,51.08737,KLDT-E5WC,UFO moving apparently from dump plate
745,96451,KLDT-O5WB,51.08737,KLDT-E5WD,UFO moving apparently from dump plate
746,96451,KLDT-O5WB,50.16667,KLDT-E5WC,Lrge UFO coming out of 4D OPL for 2 frames
747,96451,KLDT-O5WB,50.16667,KLDT-E5WD,Lrge UFO coming out of 4D OPL for 2 frames
748,96451,KLDT-O5WB,48.92566,KLDT-E5WC,Lrge UFO coming out of 4D OPL for 7 frames
749,96451,KLDT-O5WB,48.92566,KLDT-E5WD,Lrge UFO coming out of 4D OPL for 7 frames
750,96450,KLDT-O5WB,50.59624,KLDT-E5WC,UFO for 3 frames
751,96450,KLDT-O5WB,50.59624,KLDT-E5WD,UFO for 3 frames
752,96450,KLDT-O5WB,49.91578,KLDT-E5WC,UFO around reionizaation plate Oct 4 for ~7 frames
753,96450,KLDT-O5WB,49.91578,KLDT-E5WD,UFO around reionizaation plate Oct 4 for ~7 frames
754,96444,KLDT-O5WB,54.07855,KLDT-E5WD,UFO at the left edge of the field of view moving downwards for 5 frames
755,96444,KLDT-O5WB,51.19607,KLDT-E5WD,"Small UFO coming out of NPL 3B or LHCD antenna, 2 pulses"
756,96442,KLDT-O5WB,53.8185,KLDT-E5WC,Large UFO making the plasma go purple and quickly disrupt.
757,96442,KLDT-O5WB,53.8185,KLDT-E5WD,Large UFO making the plasma go purple and quickly disrupt.
