,Pulse,Op.Cam,Time,Exp.Cam,Comments
177,99542,KLDT-O5WB,41.7927,KLDT-E5WE,At the divertor
178,99541,KLDT-O5WB,50.1664,KLDT-E5WC,Large UFO near BEION4
179,99541,KLDT-O5WB,50.1664,KLDT-E5WD,Large UFO near BEION4
180,99541,KLDT-O5WB,50.1664,KLDT-E5WE,Large UFO near BEION4
181,99539,KLDT-O5WB,52.83421,KLDT-E5WC,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.
182,99539,KLDT-O5WB,52.83421,KLDT-E5WD,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.
183,99539,KLDT-O5WB,52.83421,KLDT-E5WE,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.
184,99534,KLDT-O5WB,41.65723,KLDT-E5WC,UFOs fliying in the divertor.
185,99534,KLDT-O5WB,41.65723,KLDT-E5WD,UFOs fliying in the divertor.
186,99534,KLDT-O5WB,41.65723,KLDT-E5WE,UFOs fliying in the divertor.
187,99523,KLDT-O5WB,49.55424,KLDT-E5WC,Bright flash apparently in the middle of the machine or on the outer wall.
188,99523,KLDT-O5WB,49.55424,KLDT-E5WD,Bright flash apparently in the middle of the machine or on the outer wall.
189,99523,KLDT-O5WB,49.55424,KLDT-E5WE,Bright flash apparently in the middle of the machine or on the outer wall.
190,99521,KLDT-O5WB,41.66553,KLDT-E5WC,"Numerous minor UFOs throughout the pulse, visible on Ops Cam."
191,99521,KLDT-O5WB,41.66553,KLDT-E5WD,"Numerous minor UFOs throughout the pulse, visible on Ops Cam."
192,99521,KLDT-O5WB,41.66553,KLDT-E5WE,"Numerous minor UFOs throughout the pulse, visible on Ops Cam."
193,99518,KLDT-O5WB,52.81448,KLDT-E5WC,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.
194,99518,KLDT-O5WB,52.81448,KLDT-E5WD,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.
195,99518,KLDT-O5WB,52.81448,KLDT-E5WE,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.
196,99516,KLDT-O5WB,53.54102,KLDT-E5WC,Unusual greenish UFO
197,99516,KLDT-O5WB,53.54102,KLDT-E5WD,Unusual greenish UFO
