,Pulse,Op.Cam,Time,Exp.Cam,Disruption,Comments,Measured speed,Comments_personal,Initial_pos,Zone,Unnamed: 11
0,99999,KLDT-O5WB,40.37884,KLDT-E5WD,0,Blue streak on a couple of frames,,,,,
1,99999,KLDT-O5WB,40.37884,KLDT-E5WE,0,Blue streak on a couple of frames,,,,,
2,99981,KLDT-O5WB,50.97353,KLDT-E5WC,0,"Very bright white double flash, one frame only. Not visible on PIW cam.",,,,,
3,99981,KLDT-O5WB,50.97353,KLDT-E5WD,0,"Very bright white double flash, one frame only. Not visible on PIW cam.",,,,,
4,99981,KLDT-O5WB,50.97353,KLDT-E5WE,0,"Very bright white double flash, one frame only. Not visible on PIW cam.",,,,,
5,99981,KLDT-O5WB,49.84958,KLDT-E5WC,0,Fairly busy pulse with numerous flashes.,,,,,
6,99981,KLDT-O5WB,49.84958,KLDT-E5WD,0,Fairly busy pulse with numerous flashes.,,,,,
7,99981,KLDT-O5WB,49.84958,KLDT-E5WE,0,Fairly busy pulse with numerous flashes.,,,,,
8,99971,KLDT-O5WB,55.871,KLDT-E5WC,0,Plenty UFOs during disruption,,,,,
9,99971,KLDT-O5WB,55.871,KLDT-E5WD,0,Plenty UFOs during disruption,,,,,
10,99971,KLDT-O5WB,55.871,KLDT-E5WE,0,Plenty UFOs during disruption,,,,,
11,99965,KLDT-O5WB,53.22096,KLDT-E5WD,53.729,Orange UFO from NBI. Nothing obvious on spectroscopy.,3024,"UFO goes into two, then a cloud. Measured the first  occurrence","(188, 175)",ILA/ICRH,
12,99964,KLDT-O5WB,47.89104,KLDT-E5WC,0,UFOs near limiter 4B,,,,,
13,99964,KLDT-O5WB,47.89104,KLDT-E5WD,0,UFOs near limiter 4B,,,,,
14,99964,KLDT-O5WB,47.89104,KLDT-E5WE,0,UFOs near limiter 4B,,,,,
15,99963,KLDT-O5WB,48.66204,KLDT-E5WC,53.675,Bright UFO near NBI duct. Visible on E5WE from 48.56s,,,,,
16,99963,KLDT-O5WB,48.66204,KLDT-E5WD,53.675,Bright UFO near NBI duct. Visible on E5WE from 48.56s,,,,,
17,99963,KLDT-O5WB,48.66204,KLDT-E5WE,53.675,Bright UFO near NBI duct. Visible on E5WE from 48.56s,,,,,
18,99957,KLDT-O5WB,48.27347,KLDT-E5WC,57.316,Two UFOs fall from top of machine. Frames 255 and 266.,,,,,
19,99957,KLDT-O5WB,48.27347,KLDT-E5WD,57.316,Two UFOs fall from top of machine. Frames 255 and 266.,,,,,
20,99957,KLDT-O5WB,48.27347,KLDT-E5WE,57.316,Two UFOs fall from top of machine. Frames 255 and 266.,,,,,
21,99944,KLDT-O5WB,44.209,KLDT-E5WE,0,Bright UFO on the inner upper side of the machine @ frames 154-157.,2999,Barely moving,,,
22,99929,KLDT-O5WB,52.67188,KLDT-E5WD,65.314,Bright spot near outboard midplane,0,"Two spots in op camera, not visible in exp cameras","(159, 559)",,
23,99926,KLDT-O5WB,51.17863,KLDT-E5WD,64.265,Bright white/blue spot,0,"Visible, but cannot be tracked. Doesn’t move","(157, 193)",,
24,99912,KLDT-O5WB,48.252,KLDT-E5WC,0,UFO coming from the beam duct throughout the pulse.,,,,,
25,99912,KLDT-O5WB,48.252,KLDT-E5WD,0,UFO coming from the beam duct throughout the pulse.,,,,,
26,99912,KLDT-O5WB,48.252,KLDT-E5WE,0,UFO coming from the beam duct throughout the pulse.,,,,,
27,99910,KLDT-O5WB,48.272,KLDT-E5WC,0,A lot of particles seen coming from the beam duct area in the pulse,,,,,
28,99910,KLDT-O5WB,48.272,KLDT-E5WD,0,A lot of particles seen coming from the beam duct area in the pulse,,,,,
29,99910,KLDT-O5WB,48.272,KLDT-E5WE,0,A lot of particles seen coming from the beam duct area in the pulse,,,,,
30,99908,KLDT-O5WB,48.52114,KLDT-E5WC,0,Puple sparks along outer limiters through most of pulse,,,,,
31,99908,KLDT-O5WB,48.52114,KLDT-E5WD,0,Puple sparks along outer limiters through most of pulse,,,,,
32,99908,KLDT-O5WB,48.52114,KLDT-E5WE,0,Puple sparks along outer limiters through most of pulse,,,,,
33,99906,KLDT-O5WB,52.80296,KLDT-E5WC,0,"Medium, bright UFO by WOPL",,,,,
34,99906,KLDT-O5WB,52.80296,KLDT-E5WD,0,"Medium, bright UFO by WOPL",,,,,
35,99906,KLDT-O5WB,52.80296,KLDT-E5WE,0,"Medium, bright UFO by WOPL",,,,,
36,99906,KLDT-O5WB,49.10861,KLDT-E5WC,0,"small, bright, strand like UFO",,,,,
37,99906,KLDT-O5WB,49.10861,KLDT-E5WD,0,"small, bright, strand like UFO",,,,,
38,99906,KLDT-O5WB,49.10861,KLDT-E5WE,0,"small, bright, strand like UFO",,,,,
39,99904,KLDT-O5WB,57.3684,KLDT-E5WC,57.317,Cloud of UFOs on inner wall during disruption,,,,,
40,99904,KLDT-O5WB,57.3684,KLDT-E5WD,57.317,Cloud of UFOs on inner wall during disruption,,,,,
41,99904,KLDT-O5WB,57.3684,KLDT-E5WE,57.317,Cloud of UFOs on inner wall during disruption,,,,,
42,99896,KLDT-O5WB,53.24289,KLDT-E5WE,53.111,Frame: 379,0,"There are two UFOs: a very small one and the last one, possibly this is the recorded one, that does not seem to move. Also visible on E5WD.","(157, 31)",,
43,99891,KLDT-O5WB,51.38887,KLDT-E5WC,51.227,"A cloud of UFOs emmanating from the divertor after the disruption. Also seen by P5WA, E5WD and E5WE. Particularly spectacular on E5TA from 51.22s and quite impressive on P5TB.",,,,,
44,99891,KLDT-O5WB,51.38887,KLDT-E5WD,51.227,"A cloud of UFOs emmanating from the divertor after the disruption. Also seen by P5WA, E5WD and E5WE. Particularly spectacular on E5TA from 51.22s and quite impressive on P5TB.",,,,,
45,99891,KLDT-O5WB,51.38887,KLDT-E5WE,51.227,"A cloud of UFOs emmanating from the divertor after the disruption. Also seen by P5WA, E5WD and E5WE. Particularly spectacular on E5TA from 51.22s and quite impressive on P5TB.",,,,,
46,99886,KLDT-O5WB,56.21431,KLDT-E5WC,0,If you look carefully you can see a cloud of UFOs against the bright plasma background caused by the floppy termination.,,,,,
47,99886,KLDT-O5WB,56.21431,KLDT-E5WD,0,If you look carefully you can see a cloud of UFOs against the bright plasma background caused by the floppy termination.,,,,,
48,99886,KLDT-O5WB,56.21431,KLDT-E5WE,0,If you look carefully you can see a cloud of UFOs against the bright plasma background caused by the floppy termination.,,,,,
49,99884,KLDT-O5WB,49.01166,KLDT-E5WD,57.456,A blueish UFO seen in two frames.,407,Several UFOs can be seen – only one trackable at 49.225,"(124, 184)",,
50,99882,KLDT-O5WB,42.28373,KLDT-E5WC,49.246,Unusual yellowish explosion probably on the outboard side of the divertor.,,,,,
51,99882,KLDT-O5WB,42.28373,KLDT-E5WD,49.246,Unusual yellowish explosion probably on the outboard side of the divertor.,,,,,
52,99882,KLDT-O5WB,42.28373,KLDT-E5WE,49.246,Unusual yellowish explosion probably on the outboard side of the divertor.,,,,,
53,99880,KLDT-O5WB,61.33549,KLDT-E5WD,0,A fast moving UFO leaving a long blue streak across a single frame. Hard to tell where it is coming from- probably outboard wall.,3847,It corsses the entire screen diagonally.,"(114, 18)",,
54,99869,KLDT-O5WB,48.07249,KLDT-E5WC,56.417,UFOs at the outboard side (near NBI),,,,,
55,99869,KLDT-O5WB,48.07249,KLDT-E5WD,56.417,UFOs at the outboard side (near NBI),,,,,
56,99869,KLDT-O5WB,48.07249,KLDT-E5WE,56.417,UFOs at the outboard side (near NBI),,,,,
57,99868,KLDT-O5WB,52.88182,KLDT-E5WC,0,Lots of UFOs at the inboard side during termination,,,,,
58,99868,KLDT-O5WB,52.88182,KLDT-E5WD,0,Lots of UFOs at the inboard side during termination,,,,,
59,99868,KLDT-O5WB,52.88182,KLDT-E5WE,0,Lots of UFOs at the inboard side during termination,,,,,
60,99868,KLDT-O5WB,48.70912,KLDT-E5WE,0,Large UFO at the inboard side,3794.73,Analysed E5WE at 48.747,,,
61,99868,KLDT-O5WB,47.94618,KLDT-E5WD,0,UFOs at the outboard side (near NBI) for >15 frames,-999,"Full of UFOs of different sizes and brightness, but not clouds of them",,,
62,99867,KLDT-O5WB,54.65953,KLDT-E5WC,0,UFO at the inboard side at termination,,,,,
63,99867,KLDT-O5WB,54.65953,KLDT-E5WD,0,UFO at the inboard side at termination,,,,,
64,99867,KLDT-O5WB,54.65953,KLDT-E5WE,0,UFO at the inboard side at termination,,,,,
65,99867,KLDT-O5WB,48.07613,KLDT-E5WC,0,UFO in from of ICRH for 2 frames,,,,,
66,99867,KLDT-O5WB,48.07613,KLDT-E5WD,0,UFO in from of ICRH for 2 frames,,,,,
67,99867,KLDT-O5WB,48.07613,KLDT-E5WE,0,UFO in from of ICRH for 2 frames,,,,,
68,99867,KLDT-O5WB,47.95571,KLDT-E5WC,0,UFOs at the outboard side (near NBI) for 20 frames,,,,,
69,99867,KLDT-O5WB,47.95571,KLDT-E5WD,0,UFOs at the outboard side (near NBI) for 20 frames,,,,,
70,99867,KLDT-O5WB,47.95571,KLDT-E5WE,0,UFOs at the outboard side (near NBI) for 20 frames,,,,,
71,99866,KLDT-O5WB,52.65805,KLDT-E5WC,0,Flurry of particles at the inboard side during pulse termination,,,,,
72,99866,KLDT-O5WB,52.65805,KLDT-E5WD,0,Flurry of particles at the inboard side during pulse termination,,,,,
73,99866,KLDT-O5WB,52.65805,KLDT-E5WE,0,Flurry of particles at the inboard side during pulse termination,,,,,
74,99866,KLDT-O5WB,49.96816,KLDT-E5WC,0,Bright UFO at the outboard side,,,,,
75,99866,KLDT-O5WB,49.96816,KLDT-E5WD,0,Bright UFO at the outboard side,,,,,
76,99866,KLDT-O5WB,49.96816,KLDT-E5WE,0,Bright UFO at the outboard side,,,,,
77,99866,KLDT-O5WB,47.96088,KLDT-E5WC,0,UFOs at the outboard side for ~30 frames,,,,,
78,99866,KLDT-O5WB,47.96088,KLDT-E5WD,0,UFOs at the outboard side for ~30 frames,,,,,
79,99866,KLDT-O5WB,47.96088,KLDT-E5WE,0,UFOs at the outboard side for ~30 frames,,,,,
80,99862,KLDT-O5WB,49.78,KLDT-E5WC,0,Debis at the top of the vessel.,,,,,
81,99862,KLDT-O5WB,49.78,KLDT-E5WD,0,Debis at the top of the vessel.,,,,,
82,99862,KLDT-O5WB,49.78,KLDT-E5WE,0,Debis at the top of the vessel.,,,,,
83,99808,KLDT-O5WB,59.75154,KLDT-E5WC,59.637,3 frames worth of UFOs from the outer limiter,,,,,
84,99808,KLDT-O5WB,59.75154,KLDT-E5WD,59.637,3 frames worth of UFOs from the outer limiter,,,,,
85,99808,KLDT-O5WB,59.75154,KLDT-E5WE,59.637,3 frames worth of UFOs from the outer limiter,,,,,
86,99800,KLDT-O5WB,50.02505,KLDT-E5WC,0,bright blue/white flash,,,,,
87,99800,KLDT-O5WB,50.02505,KLDT-E5WD,0,bright blue/white flash,,,,,
88,99800,KLDT-O5WB,50.02505,KLDT-E5WE,0,bright blue/white flash,,,,,
89,99799,KLDT-O5WB,41.6995,KLDT-E5WC,51.145,Several insignificant-looking UFOs over several frames that MAY have something to do with the MARFE immediately following.,,,,,
90,99799,KLDT-O5WB,41.6995,KLDT-E5WD,51.145,Several insignificant-looking UFOs over several frames that MAY have something to do with the MARFE immediately following.,,,,,
91,99799,KLDT-O5WB,41.6995,KLDT-E5WE,51.145,Several insignificant-looking UFOs over several frames that MAY have something to do with the MARFE immediately following.,,,,,
92,99795,KLDT-O5WB,50.29182,KLDT-E5WC,0,"Some flash visible on the top (UDPT), very likely Ni",,,,,
93,99795,KLDT-O5WB,50.29182,KLDT-E5WD,0,"Some flash visible on the top (UDPT), very likely Ni",,,,,
94,99795,KLDT-O5WB,50.29182,KLDT-E5WE,0,"Some flash visible on the top (UDPT), very likely Ni",,,,,
95,99784,KLDT-O5WB,42.094,KLDT-E5WD,56.476,It was noted in the last VSO meeting that the last pulse on the 30th November ended in a disruption with some debris. At the start of this pulsees there is evidence of this debris with blue flashes in the divertor. This was probably the debris from the previous pulse. It didn't affect this pulse too much.,,,,,
96,99784,KLDT-O5WB,42.094,KLDT-E5WE,56.476,It was noted in the last VSO meeting that the last pulse on the 30th November ended in a disruption with some debris. At the start of this pulsees there is evidence of this debris with blue flashes in the divertor. This was probably the debris from the previous pulse. It didn't affect this pulse too much.,,,,,
97,99777,KLDT-O5WB,53.43138,KLDT-E5WC,53.321,"Some UFOs during the disruption it seems to come from the limiter and seen also by KLDT-P5WA, KLDT- E5WD and KLDT-E5WE cameras.",,,,,
98,99777,KLDT-O5WB,53.43138,KLDT-E5WD,53.321,"Some UFOs during the disruption it seems to come from the limiter and seen also by KLDT-P5WA, KLDT- E5WD and KLDT-E5WE cameras.",,,,,
99,99777,KLDT-O5WB,53.43138,KLDT-E5WE,53.321,"Some UFOs during the disruption it seems to come from the limiter and seen also by KLDT-P5WA, KLDT- E5WD and KLDT-E5WE cameras.",,,,,
100,99767,KLDT-O5WB,56.14703,KLDT-E5WC,0,"Flurry of particles coming out of the divertor during termination, for 5 frames",,,,,
101,99767,KLDT-O5WB,56.14703,KLDT-E5WD,0,"Flurry of particles coming out of the divertor during termination, for 5 frames",,,,,
102,99767,KLDT-O5WB,56.14703,KLDT-E5WE,0,"Flurry of particles coming out of the divertor during termination, for 5 frames",,,,,
103,99754,KLDT-O5WB,71.09827,KLDT-E5WC,0,Frame: 821. Termination phase. Outer wall,,,,,
104,99754,KLDT-O5WB,71.09827,KLDT-E5WD,0,Frame: 821. Termination phase. Outer wall,,,,,
105,99754,KLDT-O5WB,71.09827,KLDT-E5WE,0,Frame: 821. Termination phase. Outer wall,,,,,
106,99745,KLDT-O5WB,67.74786,KLDT-E5WC,0,Frame: 740 UFOs in termination possibly form Reionization plate,,,,,
107,99745,KLDT-O5WB,67.74786,KLDT-E5WD,0,Frame: 740 UFOs in termination possibly form Reionization plate,,,,,
108,99745,KLDT-O5WB,67.74786,KLDT-E5WE,0,Frame: 740 UFOs in termination possibly form Reionization plate,,,,,
109,99743,KLDT-O5WB,68.14551,KLDT-E5WC,0,Frame 750 Inner wall and reionization plate,,,,,
110,99743,KLDT-O5WB,68.14551,KLDT-E5WD,0,Frame 750 Inner wall and reionization plate,,,,,
111,99743,KLDT-O5WB,68.14551,KLDT-E5WE,0,Frame 750 Inner wall and reionization plate,,,,,
112,99738,KLDT-O5WB,69.74358,KLDT-E5WC,0,"Two sets of UFOs sputtering from the limiter. Obviously, E5WD also see them and more.",,,,,
113,99738,KLDT-O5WB,69.74358,KLDT-E5WD,0,"Two sets of UFOs sputtering from the limiter. Obviously, E5WD also see them and more.",,,,,
114,99737,KLDT-O5WB,67.12077,KLDT-E5WC,66.93,Floppy termination with release of many UFOs. Also seen by E5WD over many frames.,,,,,
115,99737,KLDT-O5WB,67.12077,KLDT-E5WD,66.93,Floppy termination with release of many UFOs. Also seen by E5WD over many frames.,,,,,
116,99736,KLDT-O5WB,71.06843,KLDT-E5WC,0,"Once more, UFO's that seem to come from the oct 4 duct. Also very visible in E5WD.",,,,,
117,99736,KLDT-O5WB,71.06843,KLDT-E5WD,0,"Once more, UFO's that seem to come from the oct 4 duct. Also very visible in E5WD.",,,,,
118,99734,KLDT-O5WB,67.794,KLDT-E5WC,67.278,Bright spot on Poloidal Limiter 2D or top left corner of ILA antenna. Also visible in E5WD.,,,,,
119,99734,KLDT-O5WB,67.794,KLDT-E5WD,67.278,Bright spot on Poloidal Limiter 2D or top left corner of ILA antenna. Also visible in E5WD.,,,,,
120,99733,KLDT-O5WB,70.27232,KLDT-E5WC,0,2 frames of UFOs coming from oct.4 duct(?) - Also seen by E5WD (Be II),,,,,
121,99733,KLDT-O5WB,70.27232,KLDT-E5WD,0,2 frames of UFOs coming from oct.4 duct(?) - Also seen by E5WD (Be II),,,,,
122,99727,KLDT-O5WB,70.1499,KLDT-E5WD,0,Shower of UFOs around limiters 4B and 4D at end of pulse.,,,,,
123,99727,KLDT-O5WB,70.1499,KLDT-E5WE,0,Shower of UFOs around limiters 4B and 4D at end of pulse.,,,,,
124,99724,KLDT-O5WB,53.6163,KLDT-E5WD,61.037,UFO comes out Oct 4 NBI. Visible on op and sci cameras.,0,Can’t be tracked,"(35, 176)",,
125,99720,KLDT-O5WB,40.65645,KLDT-E5WD,0,Large UFO fragments near the top of the vessel,,,,,
126,99720,KLDT-O5WB,40.65645,KLDT-E5WE,0,Large UFO fragments near the top of the vessel,,,,,
127,99697,KLDT-O5WB,53.51,KLDT-E5WD,58.751,Cluster of UFOs on outboard side (this frame +- 2). Very fast even on fast camera - suspect from NBI. Nothing visible on KT2.,1409,"Suddently dissappears, visible at the left.","(38, 149)",,
128,99692,KLDT-O5WB,51.03447,KLDT-E5WD,0,Small blue flash at the top of th einner wall,,,,,
129,99676,KLDT-O5WB,69.82732,KLDT-E5WD,0,streaky blue UFOs for a few frames just before pulse end,,,,,
130,99670,KLDT-O5WB,70.53454,KLDT-E5WD,0,Cloud of UFOs for 1 frame at end of pulse. More vissible on KLDT-E5WD at the same time and prior.,,,,,
131,99657,KLDT-O5WB,42.87095,KLDT-E5WC,60.239,Debris in the divertor( probably from the last pulse) caused MARFing behaviour of the plasma. Also visible in KLDTP5WB,,,,,
132,99657,KLDT-O5WB,42.87095,KLDT-E5WD,60.239,Debris in the divertor( probably from the last pulse) caused MARFing behaviour of the plasma. Also visible in KLDTP5WB,,,,,
133,99657,KLDT-O5WB,42.87095,KLDT-E5WE,60.239,Debris in the divertor( probably from the last pulse) caused MARFing behaviour of the plasma. Also visible in KLDTP5WB,,,,,
134,99643,KLDT-O5WB,48.12607,KLDT-E5WC,0,Frame 252-257,,,,,
135,99643,KLDT-O5WB,48.12607,KLDT-E5WD,0,Frame 252-257,,,,,
136,99643,KLDT-O5WB,48.12607,KLDT-E5WE,0,Frame 252-257,,,,,
137,99640,KLDT-O5WB,46.2,KLDT-E5WD,46.377,Frames: 208-211,-999,"Bunch of UFOs, almost impossible to track down","(21, 129)",,
138,99630,KLDT-O5WB,52.31259,KLDT-E5WC,0,Several UFOs in divertor,,,,,
139,99630,KLDT-O5WB,52.31259,KLDT-E5WD,0,Several UFOs in divertor,,,,,
140,99630,KLDT-O5WB,52.31259,KLDT-E5WE,0,Several UFOs in divertor,,,,,
141,99627,KLDT-O5WB,42.26268,KLDT-E5WC,0,Several UFOs in divertor. UFOs visible in divertor on KLDT-E5WD throughout pulse.,,,,,
142,99627,KLDT-O5WB,42.26268,KLDT-E5WD,0,Several UFOs in divertor. UFOs visible in divertor on KLDT-E5WD throughout pulse.,,,,,
143,99627,KLDT-O5WB,42.26268,KLDT-E5WE,0,Several UFOs in divertor. UFOs visible in divertor on KLDT-E5WD throughout pulse.,,,,,
144,99627,KLDT-O5WB,48.24435,KLDT-E5WC,0,UFO near REION. Visible on fast camera.,,,,,
145,99627,KLDT-O5WB,48.24435,KLDT-E5WD,0,UFO near REION. Visible on fast camera.,,,,,
146,99627,KLDT-O5WB,48.24435,KLDT-E5WE,0,UFO near REION. Visible on fast camera.,,,,,
147,99627,KLDT-O5WB,47.08004,KLDT-E5WC,0,UFO near upper outer sausages. Not clearly visible on other cameras.,,,,,
148,99627,KLDT-O5WB,47.08004,KLDT-E5WD,0,UFO near upper outer sausages. Not clearly visible on other cameras.,,,,,
149,99627,KLDT-O5WB,47.08004,KLDT-E5WE,0,UFO near upper outer sausages. Not clearly visible on other cameras.,,,,,
150,99616,KLDT-O5WB,40.64799,KLDT-E5WC,0,Just below the UDP,,,,,
151,99616,KLDT-O5WB,40.64799,KLDT-E5WD,0,Just below the UDP,,,,,
152,99616,KLDT-O5WB,40.64799,KLDT-E5WE,0,Just below the UDP,,,,,
153,99608,KLDT-O5WB,40.30548,KLDT-E5WC,52.896,"Some UFOs begin to be seen during breakdown in main chamber, on the WOPL and on the divertor during X-point formation at 42.192s (blue light)",,,,,
154,99608,KLDT-O5WB,40.30548,KLDT-E5WD,52.896,"Some UFOs begin to be seen during breakdown in main chamber, on the WOPL and on the divertor during X-point formation at 42.192s (blue light)",,,,,
155,99608,KLDT-O5WB,40.30548,KLDT-E5WE,52.896,"Some UFOs begin to be seen during breakdown in main chamber, on the WOPL and on the divertor during X-point formation at 42.192s (blue light)",,,,,
156,99544,KLDT-O5WB,50.21376,KLDT-E5WC,0,"Lots of them, also in KLDT- E5WE@50.1417s",,,,,
157,99544,KLDT-O5WB,50.21376,KLDT-E5WD,0,"Lots of them, also in KLDT- E5WE@50.1417s",,,,,
158,99544,KLDT-O5WB,50.21376,KLDT-E5WE,0,"Lots of them, also in KLDT- E5WE@50.1417s",,,,,
159,99542,KLDT-O5WB,52.19077,KLDT-E5WC,0,At the inner wall,,,,,
160,99542,KLDT-O5WB,52.19077,KLDT-E5WD,0,At the inner wall,,,,,
161,99542,KLDT-O5WB,52.19077,KLDT-E5WE,0,At the inner wall,,,,,
162,99542,KLDT-O5WB,52.27109,KLDT-E5WC,0,At the inner wall,,,,,
163,99542,KLDT-O5WB,52.27109,KLDT-E5WD,0,At the inner wall,,,,,
164,99542,KLDT-O5WB,52.27109,KLDT-E5WE,0,At the inner wall,,,,,
165,99542,KLDT-O5WB,41.7927,KLDT-E5WC,0,At the divertor,,,,,
166,99542,KLDT-O5WB,41.7927,KLDT-E5WD,0,At the divertor,,,,,
167,99542,KLDT-O5WB,41.7927,KLDT-E5WE,0,At the divertor,,,,,
168,99541,KLDT-O5WB,50.1664,KLDT-E5WE,50.892,Large UFO near BEION4,0,There’s a massive blob that doesn’t seem to move. Other mobile UFOs surroudn it.,"(38, 164)",,
169,99539,KLDT-O5WB,52.83421,KLDT-E5WC,0,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.,,,,,
170,99539,KLDT-O5WB,52.83421,KLDT-E5WD,0,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.,,,,,
171,99539,KLDT-O5WB,52.83421,KLDT-E5WE,0,UFOs near the LH. Visible on fast camera for about 20 frames starting at 52.75250s.,,,,,
172,99534,KLDT-O5WB,41.65723,KLDT-E5WC,0,UFOs fliying in the divertor.,,,,,
173,99534,KLDT-O5WB,41.65723,KLDT-E5WD,0,UFOs fliying in the divertor.,,,,,
174,99534,KLDT-O5WB,41.65723,KLDT-E5WE,0,UFOs fliying in the divertor.,,,,,
175,99523,KLDT-O5WB,49.55424,KLDT-E5WC,0,Bright flash apparently in the middle of the machine or on the outer wall.,,,,,
176,99523,KLDT-O5WB,49.55424,KLDT-E5WD,0,Bright flash apparently in the middle of the machine or on the outer wall.,,,,,
177,99523,KLDT-O5WB,49.55424,KLDT-E5WE,0,Bright flash apparently in the middle of the machine or on the outer wall.,,,,,
178,99521,KLDT-O5WB,41.66553,KLDT-E5WC,0,"Numerous minor UFOs throughout the pulse, visible on Ops Cam.",,,,,
179,99521,KLDT-O5WB,41.66553,KLDT-E5WD,0,"Numerous minor UFOs throughout the pulse, visible on Ops Cam.",,,,,
180,99521,KLDT-O5WB,41.66553,KLDT-E5WE,0,"Numerous minor UFOs throughout the pulse, visible on Ops Cam.",,,,,
181,99518,KLDT-O5WB,52.81448,KLDT-E5WC,0,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.,,,,,
182,99518,KLDT-O5WB,52.81448,KLDT-E5WD,0,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.,,,,,
183,99518,KLDT-O5WB,52.81448,KLDT-E5WE,0,Bright white flash with plasma trail at top of machine. Visible at frame 442 of P5WA.,,,,,
184,99516,KLDT-O5WB,53.54102,KLDT-E5WC,0,Unusual greenish UFO,,,,,
185,99516,KLDT-O5WB,53.54102,KLDT-E5WD,0,Unusual greenish UFO,,,,,
186,99516,KLDT-O5WB,53.54102,KLDT-E5WE,0,Unusual greenish UFO,,,,,
187,99516,KLDT-O5WB,42.29949,KLDT-E5WC,0,Relatively bright blue flash in divertor zone.,,,,,
188,99516,KLDT-O5WB,42.29949,KLDT-E5WD,0,Relatively bright blue flash in divertor zone.,,,,,
189,99516,KLDT-O5WB,42.29949,KLDT-E5WE,0,Relatively bright blue flash in divertor zone.,,,,,
190,99512,KLDT-O5WB,42.00507,KLDT-E5WC,0,Multiple UFos in teh divertor and lower part of the main chamber for 7 frames,,,,,
191,99512,KLDT-O5WB,42.00507,KLDT-E5WD,0,Multiple UFos in teh divertor and lower part of the main chamber for 7 frames,,,,,
192,99512,KLDT-O5WB,42.00507,KLDT-E5WE,0,Multiple UFos in teh divertor and lower part of the main chamber for 7 frames,,,,,
193,99511,KLDT-O5WB,46.68408,KLDT-E5WC,47.692,"Particles ""falling out"" of the NBI Oct 4, just before the disruption",,,,,
194,99511,KLDT-O5WB,46.68408,KLDT-E5WD,47.692,"Particles ""falling out"" of the NBI Oct 4, just before the disruption",,,,,
195,99511,KLDT-O5WB,46.68408,KLDT-E5WE,47.692,"Particles ""falling out"" of the NBI Oct 4, just before the disruption",,,,,
196,99486,KLDT-O5WB,60.15374,KLDT-E5WC,0,From outer and inner wall. SC and SL do not think that cleaning pulse is required,,,,,
197,99486,KLDT-O5WB,60.15374,KLDT-E5WD,0,From outer and inner wall. SC and SL do not think that cleaning pulse is required,,,,,
198,99486,KLDT-O5WB,60.15374,KLDT-E5WE,0,From outer and inner wall. SC and SL do not think that cleaning pulse is required,,,,,
199,99455,KLDT-O5WB,50.46416,KLDT-E5WC,51.53,Lots and lots of UFOs in the divertor and in the Be Reionization Plate,,,,,
200,99455,KLDT-O5WB,50.46416,KLDT-E5WD,51.53,Lots and lots of UFOs in the divertor and in the Be Reionization Plate,,,,,
201,99455,KLDT-O5WB,50.46416,KLDT-E5WE,51.53,Lots and lots of UFOs in the divertor and in the Be Reionization Plate,,,,,
202,99453,KLDT-O5WB,47.32892,KLDT-E5WD,47.409,large number of UFOs in the divertor (frame: 232),-999,Lots of TIEs,"(154, 280)",,
203,99450,KLDT-O5WB,49.50994,KLDT-E5WC,49.35,Plasma too close to inner wall (single frame = 286),,,,,
204,99450,KLDT-O5WB,49.50994,KLDT-E5WD,49.35,Plasma too close to inner wall (single frame = 286),,,,,
205,99450,KLDT-O5WB,49.50994,KLDT-E5WE,49.35,Plasma too close to inner wall (single frame = 286),,,,,
206,99381,KLDT-O5WB,55.52,KLDT-E5WD,57.458,UFOs coming from the outer wall (frames 436-444). Spectroscopy shows Ti.,894,"Very faint, near divertor","(136, 252)",Divertor,
207,99380,KLDT-O5WB,50.76,KLDT-E5WC,53.735,UFOs near the inner wall.,,,,,
208,99380,KLDT-O5WB,50.76,KLDT-E5WD,53.735,UFOs near the inner wall.,,,,,
209,99380,KLDT-O5WB,50.76,KLDT-E5WE,53.735,UFOs near the inner wall.,,,,,
210,99366,KLDT-O5WB,57.55517,KLDT-E5WC,0,Several UFOs on op cam over a few frames,,,,,
211,99366,KLDT-O5WB,57.55517,KLDT-E5WD,0,Several UFOs on op cam over a few frames,,,,,
212,99366,KLDT-O5WB,57.55517,KLDT-E5WE,0,Several UFOs on op cam over a few frames,,,,,
213,99359,KLDT-O5WB,49.79129,KLDT-E5WC,0,A bright spot in the top where titanium is often seen (starts previous frame).,,,,,
214,99359,KLDT-O5WB,49.79129,KLDT-E5WD,0,A bright spot in the top where titanium is often seen (starts previous frame).,,,,,
215,99359,KLDT-O5WB,49.79129,KLDT-E5WE,0,A bright spot in the top where titanium is often seen (starts previous frame).,,,,,
216,99358,KLDT-O5WB,53.23417,KLDT-E5WC,0,Bright spot seems to rise up from the divertor area.,,,,,
217,99358,KLDT-O5WB,53.23417,KLDT-E5WD,0,Bright spot seems to rise up from the divertor area.,,,,,
218,99358,KLDT-O5WB,53.23417,KLDT-E5WE,0,Bright spot seems to rise up from the divertor area.,,,,,
219,99341,KLDT-O5WB,48.40691,KLDT-E5WC,0,Same type of small ufos from top,,,,,
