,Pulse,Op.Cam,Time,Exp.Cam,Disruption,Comments,Measured speed,Comments_personal,Initial_pos,Zone,Unnamed: 11
418,97756,KLDT-O5WB,50.04,KLDT-E5WD,0,Bright particle at the top of the vessel. Signal of titanium at the same time,,,,,
419,97740,KLDT-O5WB,49.14706,KLDT-E5WC,0,Very bright blue UFO on the outer wall,,,,,
420,97740,KLDT-O5WB,49.14706,KLDT-E5WD,0,Very bright blue UFO on the outer wall,,,,,
421,97717,KLDT-O5WB,47.29207,KLDT-E5WC,0,Unusual UFO in divertor zone,,,,,
422,97717,KLDT-O5WB,47.29207,KLDT-E5WD,0,Unusual UFO in divertor zone,,,,,
423,97717,KLDT-O5WB,47.29207,KLDT-E5WE,0,Unusual UFO in divertor zone,,,,,
424,97696,KLDT-O5WB,52.06186,KLDT-E5WC,0,Debris from RF antenna,,,,,
425,97696,KLDT-O5WB,52.06186,KLDT-E5WD,0,Debris from RF antenna,,,,,
426,97696,KLDT-O5WB,52.06186,KLDT-E5WE,0,Debris from RF antenna,,,,,
427,97693,KLDT-O5WB,48.74175,KLDT-E5WC,0,Blue flash on outer limiter,,,,,
428,97693,KLDT-O5WB,48.74175,KLDT-E5WD,0,Blue flash on outer limiter,,,,,
429,97693,KLDT-O5WB,48.74175,KLDT-E5WE,0,Blue flash on outer limiter,,,,,
430,97692,KLDT-O5WB,52.82,KLDT-E5WC,0,,,,,,
431,97692,KLDT-O5WB,52.82,KLDT-E5WD,0,,,,,,
432,97692,KLDT-O5WB,52.82,KLDT-E5WE,0,,,,,,
433,97679,KLDT-O5WB,48.19502,KLDT-E5WC,0,Blue light/particles dropping down from the antena and few frames later something similar coming from WOPL and REION plate,,,,,
434,97679,KLDT-O5WB,48.19502,KLDT-E5WD,0,Blue light/particles dropping down from the antena and few frames later something similar coming from WOPL and REION plate,,,,,
435,97678,KLDT-O5WB,48.07117,KLDT-E5WC,0,"Blue light on the WOPL, very likely Ni again, seen also at 48.51287s on the antena",,,,,
436,97678,KLDT-O5WB,48.07117,KLDT-E5WD,0,"Blue light on the WOPL, very likely Ni again, seen also at 48.51287s on the antena",,,,,
437,97677,KLDT-O5WB,48.5857,KLDT-E5WC,0,Probably Ni coming down from REION plate,,,,,
438,97677,KLDT-O5WB,48.5857,KLDT-E5WD,0,Probably Ni coming down from REION plate,,,,,
439,97677,KLDT-O5WB,48.5857,KLDT-E5WE,0,Probably Ni coming down from REION plate,,,,,
440,97676,KLDT-O5WB,48.5891,KLDT-E5WC,0,Some blue lights seen for almost one second in few places,,,,,
441,97676,KLDT-O5WB,48.5891,KLDT-E5WD,0,Some blue lights seen for almost one second in few places,,,,,
442,97676,KLDT-O5WB,48.5891,KLDT-E5WE,0,Some blue lights seen for almost one second in few places,,,,,
443,97675,KLDT-O5WB,48.57458,KLDT-E5WC,0,Blue light comes from the WOPL,,,,,
444,97675,KLDT-O5WB,48.57458,KLDT-E5WD,0,Blue light comes from the WOPL,,,,,
445,97675,KLDT-O5WB,48.57458,KLDT-E5WE,0,Blue light comes from the WOPL,,,,,
446,97670,KLDT-O5WB,51.39,KLDT-E5WD,0,Titanium UFO at the upper dump- plates visible in 4 frames,,,,,
447,97616,KLDT-O5WB,43.92849,KLDT-E5WC,43.917,UFOs for several frames. Reported to SL. Also seen on KLDT-E5WD starting at 43.825,,,,,
448,97616,KLDT-O5WB,43.92849,KLDT-E5WD,43.917,UFOs for several frames. Reported to SL. Also seen on KLDT-E5WD starting at 43.825,,,,,
449,97616,KLDT-O5WB,43.92849,KLDT-E5WE,43.917,UFOs for several frames. Reported to SL. Also seen on KLDT-E5WD starting at 43.825,,,,,
450,97613,KLDT-O5WB,51.60153,KLDT-E5WC,0,BLUE UFO going around inner wall,,,,,
451,97613,KLDT-O5WB,51.60153,KLDT-E5WD,0,BLUE UFO going around inner wall,,,,,
452,97613,KLDT-O5WB,51.60153,KLDT-E5WE,0,BLUE UFO going around inner wall,,,,,
453,97612,KLDT-O5WB,55.98901,KLDT-E5WC,60.589,Blue light looks like coming from the outer wall and seen also by KLDT-E5WD camera,,,,,
454,97612,KLDT-O5WB,55.98901,KLDT-E5WD,60.589,Blue light looks like coming from the outer wall and seen also by KLDT-E5WD camera,,,,,
455,97612,KLDT-O5WB,55.98901,KLDT-E5WE,60.589,Blue light looks like coming from the outer wall and seen also by KLDT-E5WD camera,,,,,
456,97593,KLDT-O5WB,55.64769,KLDT-E5WC,55.555,During the small disruption some matirial distribution,,,,,
457,97593,KLDT-O5WB,55.64769,KLDT-E5WD,55.555,During the small disruption some matirial distribution,,,,,
458,97592,KLDT-O5WB,56.79882,KLDT-E5WC,0,Two blue lights comes from the magnetic probes and then some distribution seen on few next frames.,,,,,
459,97592,KLDT-O5WB,56.79882,KLDT-E5WD,0,Two blue lights comes from the magnetic probes and then some distribution seen on few next frames.,,,,,
460,97590,KLDT-O5WB,42.37374,KLDT-E5WC,0,"Big flash on the WOPL in 42.37s and then on the next frame looks like something is splashing from this place, seen also on the camera KLDT-E5WD",,,,,
461,97590,KLDT-O5WB,42.37374,KLDT-E5WD,0,"Big flash on the WOPL in 42.37s and then on the next frame looks like something is splashing from this place, seen also on the camera KLDT-E5WD",,,,,
462,97588,KLDT-O5WB,42.29,KLDT-E5WC,0,Lot's of UFOs seen close to the inner wall and divertor and some on the outer wall close to the antenna,,,,,
463,97588,KLDT-O5WB,42.29,KLDT-E5WD,0,Lot's of UFOs seen close to the inner wall and divertor and some on the outer wall close to the antenna,,,,,
464,97588,KLDT-O5WB,42.29,KLDT-E5WE,0,Lot's of UFOs seen close to the inner wall and divertor and some on the outer wall close to the antenna,,,,,
465,97570,KLDT-O5WB,51.84138,KLDT-E5WC,54.855,Bright UFO on Ops cam - seems to have had an effect on the plasma.,,,,,
466,97570,KLDT-O5WB,51.84138,KLDT-E5WD,54.855,Bright UFO on Ops cam - seems to have had an effect on the plasma.,,,,,
467,97570,KLDT-O5WB,51.84138,KLDT-E5WE,54.855,Bright UFO on Ops cam - seems to have had an effect on the plasma.,,,,,
468,97566,KLDT-O5WB,40.28211,KLDT-E5WC,0,Impressive UFO from outer wall lasting several frames. Also seen on KLDT-E5WD from 40.20 seconds. It looks like Titanium + Iron from spectrocopy. Also checked with DC.,,,,,
469,97566,KLDT-O5WB,40.28211,KLDT-E5WD,0,Impressive UFO from outer wall lasting several frames. Also seen on KLDT-E5WD from 40.20 seconds. It looks like Titanium + Iron from spectrocopy. Also checked with DC.,,,,,
470,97562,KLDT-O5WB,65.54579,KLDT-E5WC,0,UFOs close to the 4B limiter. Also seen on KLDT-E5WD @65.43.,,,,,
471,97562,KLDT-O5WB,65.54579,KLDT-E5WD,0,UFOs close to the 4B limiter. Also seen on KLDT-E5WD @65.43.,,,,,
472,97562,KLDT-O5WB,65.54579,KLDT-E5WE,0,UFOs close to the 4B limiter. Also seen on KLDT-E5WD @65.43.,,,,,
473,97527,KLDT-O5WB,50.23908,KLDT-E5WD,0,"Small UFO seems to drop from the top. Checked with DC, it coincides with a Titanium spike",,,,,
474,97527,KLDT-O5WB,50.23908,KLDT-E5WE,0,"Small UFO seems to drop from the top. Checked with DC, it coincides with a Titanium spike",,,,,
475,97525,KLDT-O5WB,52.37286,KLDT-E5WC,0,Large flash of 4D limiter. Signal of Ti associated with it.,,,,,
476,97525,KLDT-O5WB,52.37286,KLDT-E5WD,0,Large flash of 4D limiter. Signal of Ti associated with it.,,,,,
477,97525,KLDT-O5WB,52.37286,KLDT-E5WE,0,Large flash of 4D limiter. Signal of Ti associated with it.,,,,,
478,97522,KLDT-O5WB,52.14878,KLDT-E5WC,54.042,UFO at the top of the chamber. There seems to be an increase of W and Ti at this moment.,,,,,
479,97522,KLDT-O5WB,52.14878,KLDT-E5WD,54.042,UFO at the top of the chamber. There seems to be an increase of W and Ti at this moment.,,,,,
480,97522,KLDT-O5WB,52.14878,KLDT-E5WE,54.042,UFO at the top of the chamber. There seems to be an increase of W and Ti at this moment.,,,,,
481,97522,KLDT-O5WB,50.90418,KLDT-E5WC,54.042,"UFOs off D4 limiter for 4 frames, moving downwards along the wall.",,,,,
482,97522,KLDT-O5WB,50.90418,KLDT-E5WD,54.042,"UFOs off D4 limiter for 4 frames, moving downwards along the wall.",,,,,
483,97522,KLDT-O5WB,50.90418,KLDT-E5WE,54.042,"UFOs off D4 limiter for 4 frames, moving downwards along the wall.",,,,,
484,97518,KLDT-O5WB,49.48358,KLDT-E5WC,0,UFOs off D4 limiter for 4 frames. Seen moving downwards.,,,,,
485,97518,KLDT-O5WB,49.48358,KLDT-E5WD,0,UFOs off D4 limiter for 4 frames. Seen moving downwards.,,,,,
486,97518,KLDT-O5WB,49.48358,KLDT-E5WE,0,UFOs off D4 limiter for 4 frames. Seen moving downwards.,,,,,
487,97517,KLDT-O5WB,48.60557,KLDT-E5WC,0,"Multiple UFOs close to 4D limiter, possibly coming out of NBI. Nothing noticeable in spectroscopy.",,,,,
488,97517,KLDT-O5WB,48.60557,KLDT-E5WD,0,"Multiple UFOs close to 4D limiter, possibly coming out of NBI. Nothing noticeable in spectroscopy.",,,,,
489,97517,KLDT-O5WB,48.60557,KLDT-E5WE,0,"Multiple UFOs close to 4D limiter, possibly coming out of NBI. Nothing noticeable in spectroscopy.",,,,,
490,97511,KLDT-O5WB,51.95,KLDT-E5WC,0,UFOs from the top. This is Titanium.,,,,,
491,97511,KLDT-O5WB,51.95,KLDT-E5WD,0,UFOs from the top. This is Titanium.,,,,,
492,97510,KLDT-O5WB,45.67,KLDT-E5WD,0,"Several UFOs during the whole pulse. Main ones @45.67, @48.80, @50.29, @51.01, @51.61, @52.53. Some of them on the NPL3B (@48.80, @50.29, @51.01, @51.61)",,,,,
493,97508,KLDT-O5WB,42.58,KLDT-E5WD,0,UFos in the main chamber. also seen on KLDT-O5WD starting @42.43,,,,,
494,97495,KLDT-O5WB,43.37404,KLDT-E5WC,48.52,"UFOs all around the Chamber, at first appearing close to the divertor region. Higher concentration of NEON before the disruption, no other anomalies in the impurity concentrations.",,,,,
495,97495,KLDT-O5WB,43.37404,KLDT-E5WD,48.52,"UFOs all around the Chamber, at first appearing close to the divertor region. Higher concentration of NEON before the disruption, no other anomalies in the impurity concentrations.",,,,,
496,97463,KLDT-O5WB,47.7176,KLDT-E5WC,55.341,Same as previous pulses,,,,,
497,97463,KLDT-O5WB,47.7176,KLDT-E5WD,55.341,Same as previous pulses,,,,,
498,97463,KLDT-O5WB,47.7176,KLDT-E5WE,55.341,Same as previous pulses,,,,,
499,97462,KLDT-O5WB,47.65963,KLDT-E5WC,0,"Here and in further frames - UFOs/ bright flashes at the outboard side, some at the inboard side as well.",,,,,
500,97462,KLDT-O5WB,47.65963,KLDT-E5WD,0,"Here and in further frames - UFOs/ bright flashes at the outboard side, some at the inboard side as well.",,,,,
501,97462,KLDT-O5WB,47.65963,KLDT-E5WE,0,"Here and in further frames - UFOs/ bright flashes at the outboard side, some at the inboard side as well.",,,,,
502,97461,KLDT-O5WB,48.04167,KLDT-E5WC,0,UFOs/bright flashes at the outboard side. In the subsequent frams as well.,,,,,
503,97461,KLDT-O5WB,48.04167,KLDT-E5WD,0,UFOs/bright flashes at the outboard side. In the subsequent frams as well.,,,,,
504,97461,KLDT-O5WB,48.04167,KLDT-E5WE,0,UFOs/bright flashes at the outboard side. In the subsequent frams as well.,,,,,
505,97461,KLDT-O5WB,44.58888,KLDT-E5WC,0,Bright flash at the top inboard part of the chamber.,,,,,
506,97461,KLDT-O5WB,44.58888,KLDT-E5WD,0,Bright flash at the top inboard part of the chamber.,,,,,
507,97461,KLDT-O5WB,44.58888,KLDT-E5WE,0,Bright flash at the top inboard part of the chamber.,,,,,
508,97460,KLDT-O5WB,48.65051,KLDT-E5WC,52.805,"Blue flash at the inboard side at the top of the chamber, close to UIWP; simultaneously UFOs at the outboard side. Other flashes at the inboard side i nthe following frames.",,,,,
509,97460,KLDT-O5WB,48.65051,KLDT-E5WD,52.805,"Blue flash at the inboard side at the top of the chamber, close to UIWP; simultaneously UFOs at the outboard side. Other flashes at the inboard side i nthe following frames.",,,,,
510,97460,KLDT-O5WB,48.24909,KLDT-E5WC,52.805,"UFOs at the outboard side, in the following frames as well",,,,,
511,97460,KLDT-O5WB,48.24909,KLDT-E5WD,52.805,"UFOs at the outboard side, in the following frames as well",,,,,
512,97459,KLDT-O5WB,47.75035,KLDT-E5WC,0,"UFOs at the outboard side, in the following frames as well",,,,,
513,97459,KLDT-O5WB,47.75035,KLDT-E5WD,0,"UFOs at the outboard side, in the following frames as well",,,,,
514,97458,KLDT-O5WB,47.72409,KLDT-E5WC,0,"UFOs at the outboard side, in the following frames as well",,,,,
515,97458,KLDT-O5WB,47.72409,KLDT-E5WD,0,"UFOs at the outboard side, in the following frames as well",,,,,
516,97458,KLDT-O5WB,47.72409,KLDT-E5WE,0,"UFOs at the outboard side, in the following frames as well",,,,,
517,97457,KLDT-O5WB,47.71262,KLDT-E5WC,52.086,"Massive blue flashes close to 4D limiter, possibly coming out of NBI; more flashes and UFOs in the same region in the subsequent frames",,,,,
518,97457,KLDT-O5WB,47.71262,KLDT-E5WD,52.086,"Massive blue flashes close to 4D limiter, possibly coming out of NBI; more flashes and UFOs in the same region in the subsequent frames",,,,,
519,97455,KLDT-O5WB,48.34469,KLDT-E5WC,52.375,Small cluster of UFOs flys around the centre of the machine,,,,,
520,97455,KLDT-O5WB,48.34469,KLDT-E5WD,52.375,Small cluster of UFOs flys around the centre of the machine,,,,,
521,97455,KLDT-O5WB,48.34469,KLDT-E5WE,52.375,Small cluster of UFOs flys around the centre of the machine,,,,,
522,97455,KLDT-O5WB,47.66222,KLDT-E5WC,52.375,Same kind of UFOs as last few pulses,,,,,
523,97455,KLDT-O5WB,47.66222,KLDT-E5WD,52.375,Same kind of UFOs as last few pulses,,,,,
524,97455,KLDT-O5WB,47.66222,KLDT-E5WE,52.375,Same kind of UFOs as last few pulses,,,,,
525,97453,KLDT-O5WB,47.79203,KLDT-E5WC,48.477,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451,,,,,
526,97453,KLDT-O5WB,47.79203,KLDT-E5WD,48.477,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451,,,,,
527,97453,KLDT-O5WB,47.79203,KLDT-E5WE,48.477,Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451,,,,,
528,97451,KLDT-O5WB,47.63032,KLDT-E5WC,0,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.,,,,,
529,97451,KLDT-O5WB,47.63032,KLDT-E5WD,0,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.,,,,,
530,97451,KLDT-O5WB,47.63032,KLDT-E5WE,0,Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.,,,,,
531,97425,KLDT-O5WB,41.88152,KLDT-E5WC,0,UFO in one frame in the diverotr,,,,,
532,97425,KLDT-O5WB,41.88152,KLDT-E5WD,0,UFO in one frame in the diverotr,,,,,
533,97425,KLDT-O5WB,41.88152,KLDT-E5WE,0,UFO in one frame in the diverotr,,,,,
534,97424,KLDT-O5WB,53.40108,KLDT-E5WC,0,UFO in one frame,,,,,
535,97424,KLDT-O5WB,53.40108,KLDT-E5WD,0,UFO in one frame,,,,,
536,97422,KLDT-O5WB,54.43882,KLDT-E5WC,0,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events",,,,,
537,97422,KLDT-O5WB,54.43882,KLDT-E5WD,0,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events",,,,,
538,97422,KLDT-O5WB,54.43882,KLDT-E5WE,0,"UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events",,,,,
539,97422,KLDT-O5WB,50.02314,KLDT-E5WC,0,UFO at the top of the inner wall for 1 frame,,,,,
540,97422,KLDT-O5WB,50.02314,KLDT-E5WD,0,UFO at the top of the inner wall for 1 frame,,,,,
541,97422,KLDT-O5WB,50.02314,KLDT-E5WE,0,UFO at the top of the inner wall for 1 frame,,,,,
542,97421,KLDT-O5WB,50.63856,KLDT-E5WC,0,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally.",,,,,
543,97421,KLDT-O5WB,50.63856,KLDT-E5WD,0,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally.",,,,,
544,97421,KLDT-O5WB,50.63856,KLDT-E5WE,0,"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally.",,,,,
545,97421,KLDT-O5WB,49.31363,KLDT-E5WC,0,"UFO in one frame, off 4D limiter",,,,,
546,97421,KLDT-O5WB,49.31363,KLDT-E5WD,0,"UFO in one frame, off 4D limiter",,,,,
547,97421,KLDT-O5WB,49.31363,KLDT-E5WE,0,"UFO in one frame, off 4D limiter",,,,,
548,97415,KLDT-O5WB,44.9,KLDT-E5WD,0,Lots of UFOs thoughot the pulse. Also seen on KLDT-E5WD.,,,,,
549,97412,KLDT-O5WB,48.75288,KLDT-E5WD,0,1 frame very small UFO on NPL 3B. Also seen on KLDT-E5WD @48.66,,,,,
550,97411,KLDT-O5WB,55.57133,KLDT-E5WD,0,"1 frame UFO close to 4B limiter, but also seen on KLDT-E5WD @55.46",,,,,
551,97411,KLDT-O5WB,48.42572,KLDT-E5WD,0,"1 frame UFO near UDP, but also seen on KLDT-E5WD @ 48.32",,,,,
552,97409,KLDT-O5WB,46.21298,KLDT-E5WD,0,Small UFOs near UDP and ILA. It loooks like it is Berillium. Also seen on KLDT-E5WD.,,,,,
553,97406,KLDT-O5WB,51.80345,KLDT-E5WC,0,Blue Flash in one single frame: 343,,,,,
554,97406,KLDT-O5WB,51.80345,KLDT-E5WD,0,Blue Flash in one single frame: 343,,,,,
555,97406,KLDT-O5WB,51.80345,KLDT-E5WE,0,Blue Flash in one single frame: 343,,,,,
556,97349,KLDT-O5WB,61.23725,KLDT-E5WD,61.043,Multiple UFOs observed - frame: 578,,,,,
557,97332,KLDT-O5WB,51.25141,KLDT-E5WD,65.066,Small UFO around inner wall,,,,,
558,97321,KLDT-O5WB,54.12676,KLDT-E5WC,0,Impressive UFO near WOPL 4D also seen by KLDT-E5WD @ 54.08s. Low temperatures on PIW and IR cameras.,,,,,
559,97321,KLDT-O5WB,54.12676,KLDT-E5WD,0,Impressive UFO near WOPL 4D also seen by KLDT-E5WD @ 54.08s. Low temperatures on PIW and IR cameras.,,,,,
560,97321,KLDT-O5WB,53.724,KLDT-E5WC,0,UFO near NPL 3B at the same location as Nicoletta reported in #97313. Also seen by KLDT-E5WD @ 53.68 secs,,,,,
561,97321,KLDT-O5WB,53.724,KLDT-E5WD,0,UFO near NPL 3B at the same location as Nicoletta reported in #97313. Also seen by KLDT-E5WD @ 53.68 secs,,,,,
562,97314,KLDT-O5WB,54.40135,KLDT-E5WC,0,UFOs again on 3B NPL,,,,,
563,97314,KLDT-O5WB,54.40135,KLDT-E5WD,0,UFOs again on 3B NPL,,,,,
564,97313,KLDT-O5WB,54.3737,KLDT-E5WC,0,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA,,,,,
565,97313,KLDT-O5WB,54.3737,KLDT-E5WD,0,UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA,,,,,
566,97307,KLDT-O5WB,40.4174,KLDT-E5WD,0,UFOs for few frames. Also seen on KLDT-E5WD @40.38. Be??,,,,,
567,97261,KLDT-O5WB,52.34258,KLDT-E5WD,51.845,Numerous spots on outer wall for one frame. Not visible on PIW cameras.,,,,,
568,97121,KLDT-O5WB,54.62493,KLDT-E5WC,55.921,quite big UFO seen also by KLDT- E5WD,,,,,
569,97121,KLDT-O5WB,54.62493,KLDT-E5WD,55.921,quite big UFO seen also by KLDT- E5WD,,,,,
570,97121,KLDT-O5WB,54.62493,KLDT-E5WE,55.921,quite big UFO seen also by KLDT- E5WD,,,,,
571,97116,KLDT-O5WB,50.36713,KLDT-E5WC,0,UFO's coming from WOPL seen also by KLDT-E5WD,,,,,
572,97116,KLDT-O5WB,50.36713,KLDT-E5WD,0,UFO's coming from WOPL seen also by KLDT-E5WD,,,,,
573,97116,KLDT-O5WB,50.36713,KLDT-E5WE,0,UFO's coming from WOPL seen also by KLDT-E5WD,,,,,
574,97116,KLDT-O5WB,40.27918,KLDT-E5WC,0,Small UFO dropping down from npl seen also by KLDT-E5WD,,,,,
575,97116,KLDT-O5WB,40.27918,KLDT-E5WD,0,Small UFO dropping down from npl seen also by KLDT-E5WD,,,,,
576,97116,KLDT-O5WB,40.27918,KLDT-E5WE,0,Small UFO dropping down from npl seen also by KLDT-E5WD,,,,,
577,97115,KLDT-O5WB,40.48728,KLDT-E5WC,0,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD.",,,,,
578,97115,KLDT-O5WB,40.48728,KLDT-E5WD,0,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD.",,,,,
579,97115,KLDT-O5WB,40.48728,KLDT-E5WE,0,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD.",,,,,
580,97106,KLDT-O5WB,52.48643,KLDT-E5WC,57.126,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.,,,,,
581,97106,KLDT-O5WB,52.48643,KLDT-E5WD,57.126,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.,,,,,
582,97106,KLDT-O5WB,52.48643,KLDT-E5WE,57.126,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.,,,,,
583,97096,KLDT-O5WB,46.04209,KLDT-E5WC,0,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.,,,,,
584,97096,KLDT-O5WB,46.04209,KLDT-E5WD,0,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.,,,,,
585,97096,KLDT-O5WB,46.04209,KLDT-E5WE,0,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.,,,,,
586,97094,KLDT-O5WB,49.40835,KLDT-E5WC,0,Small particle flying from outer wall close to LH frame.,,,,,
587,97094,KLDT-O5WB,49.40835,KLDT-E5WD,0,Small particle flying from outer wall close to LH frame.,,,,,
588,97094,KLDT-O5WB,49.40835,KLDT-E5WE,0,Small particle flying from outer wall close to LH frame.,,,,,
589,97060,KLDT-O5WB,47.81597,KLDT-E5WC,47.775,Frame: 245 Dust flying around observed during disruption,,,,,
590,97060,KLDT-O5WB,47.81597,KLDT-E5WD,47.775,Frame: 245 Dust flying around observed during disruption,,,,,
591,97060,KLDT-O5WB,47.81597,KLDT-E5WE,47.775,Frame: 245 Dust flying around observed during disruption,,,,,
592,97050,KLDT-O5WB,49.01988,KLDT-E5WC,51.573,Splattering from WOPL, first sign at 45.4 s, weakly seen on KLDT-P5WA.,,,
593,97050,KLDT-O5WB,49.01988,KLDT-E5WD,51.573,Splattering from WOPL, first sign at 45.4 s, weakly seen on KLDT-P5WA.,,,
594,97050,KLDT-O5WB,45.53698,KLDT-E5WC,51.573,Falling (?) piece from the mashroom.,,,,,
595,97050,KLDT-O5WB,45.53698,KLDT-E5WD,51.573,Falling (?) piece from the mashroom.,,,,,
596,97045,KLDT-O5WB,48.50496,KLDT-E5WD,0,Splattering from RFBsh, seen also at KLDT-P5WA and KLDT-E5WD. DCsaw nothing at that time.,-999,Massive cloud of UFOs with different brightness nand sizes.,"(151, 181)",
597,97044,KLDT-O5WB,42.34682,KLDT-E5WD,42.408,"Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?",-999,Lots of UFOs even when the plasma’s already left the divertor main area.,"(266, 149)",,
598,97020,KLDT-O5WB,47.61125,KLDT-E5WC,50.008,"Frames:238-240, next to outer limiter 4D and 3B",,,,,
599,97020,KLDT-O5WB,47.61125,KLDT-E5WD,50.008,"Frames:238-240, next to outer limiter 4D and 3B",,,,,
600,97020,KLDT-O5WB,47.61125,KLDT-E5WE,50.008,"Frames:238-240, next to outer limiter 4D and 3B",,,,,
601,97018,KLDT-O5WB,47.9178,KLDT-E5WC,49.115,On outer limiter 4D,,,,,
602,97018,KLDT-O5WB,47.9178,KLDT-E5WD,49.115,On outer limiter 4D,,,,,
603,97018,KLDT-O5WB,47.9178,KLDT-E5WE,49.115,On outer limiter 4D,,,,,
604,96994,KLDT-O5WB,60.53743,KLDT-E5WC,0,"Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s).",,,,,
605,96994,KLDT-O5WB,60.53743,KLDT-E5WD,0,"Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s).",,,,,
606,96994,KLDT-O5WB,60.53743,KLDT-E5WE,0,"Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s).",,,,,
607,96993,KLDT-O5WB,60.32971,KLDT-E5WC,0,"Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB).",,,,,
608,96993,KLDT-O5WB,60.32971,KLDT-E5WD,0,"Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB).",,,,,
609,96993,KLDT-O5WB,60.32971,KLDT-E5WE,0,"Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB).",,,,,
610,96991,KLDT-O5WB,60.47309,KLDT-E5WC,0,Flying blue objects (Ti?).,,,,,
611,96991,KLDT-O5WB,60.47309,KLDT-E5WD,0,Flying blue objects (Ti?).,,,,,
612,96991,KLDT-O5WB,60.47309,KLDT-E5WE,0,Flying blue objects (Ti?).,,,,,
613,96990,KLDT-O5WB,60.21477,KLDT-E5WD,60.258,"Sparks, seen also on KLDT-E5WD. There is also a spike at the same time for almost all the impurities.",3259,Lots of UFOs – measured the average speed of them all.,"(66, 172)",,
614,96981,KLDT-O5WB,51.14943,KLDT-E5WC,0,Single frame large UFO at top of machine. Probably Falling Ti.,,,,,
615,96981,KLDT-O5WB,51.14943,KLDT-E5WD,0,Single frame large UFO at top of machine. Probably Falling Ti.,,,,,
616,96981,KLDT-O5WB,51.14943,KLDT-E5WE,0,Single frame large UFO at top of machine. Probably Falling Ti.,,,,,
617,96958,KLDT-O5WB,49.19039,KLDT-E5WC,0,UFO (blue light) coming from WOPL,,,,,
618,96958,KLDT-O5WB,49.19039,KLDT-E5WD,0,UFO (blue light) coming from WOPL,,,,,
619,96956,KLDT-O5WB,55.5719,KLDT-E5WD,55.588,UFO's during disruption also seen by KLDT-E5WD,-999,Literally dozens of UFOs over the 50s mark.,"(226, 334)",,
620,96955,KLDT-O5WB,47.51477,KLDT-E5WC,0,Small blue light in the vessel flying around,,,,,
621,96955,KLDT-O5WB,47.51477,KLDT-E5WD,0,Small blue light in the vessel flying around,,,,,
622,96955,KLDT-O5WB,47.51477,KLDT-E5WE,0,Small blue light in the vessel flying around,,,,,
